,Date,VTSMX,VTSMX Div,VUSTX,VUSTX Div,VEURX,VEURX Div,VPACX,VPACX Div,VEIEX,VEIEX Div,Enter 1,Shares 1,Enter 2,Shares 2,Enter 3,Shares 3,Enter 4,Shares 4,Capital
24,1995-11-02,14.62,0.0,10.67,0.0,13.86,0.0,10.56,0.0,10.27,0.0,VUSTX,234.4814238173182,VUSTX,232.94801050799063,VUSTX,218.9228701865717,VUSTX,243.080859830905,9917.051863537521
25,1995-11-03,14.66,0.0,10.65,0.0,13.88,0.0,10.57,0.0,10.3,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9898.463200250666
26,1995-11-06,14.63,0.0,10.64,0.0,13.85,0.0,10.61,0.0,10.26,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9883.370707618471
27,1995-11-07,14.56,0.0,10.61,0.0,13.9,0.0,10.59,0.0,10.23,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9866.523537894423
28,1995-11-08,14.67,0.0,10.68,0.0,13.94,0.0,10.59,0.0,10.15,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9924.751076963748
29,1995-11-09,14.72,0.0,10.63,0.0,13.93,0.0,10.64,0.0,10.13,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9908.380647040647
30,1995-11-10,14.71,0.0,10.58,0.0,13.87,0.0,10.69,0.0,10.02,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9872.852695727213
31,1995-11-13,14.69,0.0,10.64,0.0,13.8,0.0,10.56,0.0,9.83,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9884.654336271697
32,1995-11-14,14.6,0.0,10.62,0.0,13.87,0.0,10.58,0.0,9.81,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9872.595124054653
33,1995-11-15,14.68,0.0,10.59,0.0,13.97,0.0,10.56,0.0,9.82,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9890.236338253602
34,1995-11-16,14.77,0.0,10.64,0.0,14.05,0.0,10.55,0.0,9.91,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9942.966501476829
35,1995-11-17,14.83,0.0,10.66,0.0,14.05,0.0,10.63,0.0,9.95,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9962.427151098957
36,1995-11-20,14.75,0.0,10.63,0.0,14.08,0.0,10.83,0.0,9.92,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9940.301773657193
37,1995-11-21,14.78,0.0,10.61,0.0,14.09,0.0,10.85,0.0,10.08,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9937.959375841441
38,1995-11-22,14.76,0.0,10.61,0.0,14.14,0.0,10.83,0.0,10.21,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VUSTX,218.9228701865717,VUSTX,243.080859830905,9943.489463869402
39,1995-11-24,14.8,0.0,10.64,0.0,14.14,0.0,10.78,0.0,10.18,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VUSTX,243.080859830905,9964.163292451112
40,1995-11-27,14.84,0.0,10.68,0.0,14.12,0.0,10.87,0.0,10.18,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VUSTX,243.080859830905,9996.572639420661
41,1995-11-28,14.95,0.0,10.67,0.0,14.08,0.0,11.01,0.0,10.25,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VUSTX,243.080859830905,10035.981154844732
42,1995-11-29,15.01,0.0,10.69,0.0,14.03,0.0,10.93,0.0,10.39,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VUSTX,243.080859830905,10024.840023412313
43,1995-11-30,15.0,0.0,10.78,0.055,13.95,0.0,11.07,0.0,10.5,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VUSTX,244.32106829943004,10074.335364971776
44,1995-12-01,15.02,0.0,10.82,0.0,14.0,0.0,11.19,0.0,10.6,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10122.381578336295
45,1995-12-04,15.18,0.0,10.93,0.0,13.97,0.0,11.28,0.0,10.73,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10196.14239646264
46,1995-12-05,15.26,0.0,10.9,0.0,14.06,0.0,11.24,0.0,10.71,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10212.225306988781
47,1995-12-06,15.29,0.0,10.9,0.0,14.06,0.0,11.29,0.0,10.74,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10235.62133678882
48,1995-12-07,15.19,0.0,10.86,0.0,14.03,0.0,11.48,0.0,10.7,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10244.304347993124
49,1995-12-08,15.22,0.0,10.87,0.0,13.95,0.0,11.4,0.0,10.65,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10205.359549885838
50,1995-12-11,15.26,0.0,10.89,0.0,14.03,0.0,11.39,0.0,10.62,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10216.829827108688
51,1995-12-12,15.23,0.0,10.88,0.0,14.04,0.0,11.37,0.0,10.67,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10221.654928697171
52,1995-12-13,15.29,0.0,10.86,0.0,13.99,0.0,11.38,0.0,10.63,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10215.123679193699
53,1995-12-14,15.17,0.0,10.85,0.0,14.13,0.0,11.47,0.0,10.62,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10236.65923459539
54,1995-12-15,15.14,0.0,10.84,0.0,14.09,0.0,11.38,0.0,10.65,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10212.433972034847
55,1995-12-18,14.88,0.0,10.72,0.0,14.01,0.0,11.41,0.0,10.59,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10145.364577922839
56,1995-12-19,15.03,0.0,10.81,0.0,13.88,0.0,11.31,0.0,10.56,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10118.59022682848
57,1995-12-20,14.95,0.0,10.81,0.0,13.97,0.0,11.49,0.0,10.8,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10219.797697716484
58,1995-12-21,15.06,0.0,10.81,0.0,14.04,0.0,11.61,0.0,10.93,0.0,VTSMX,170.3429170296343,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10309.397654209297
59,1995-12-22,14.91,0.1,10.87,0.0,14.18,0.0,11.6,0.0,10.97,0.0,VTSMX,171.48539132225423,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10333.71883634646
60,1995-12-26,14.96,0.0,10.89,0.0,14.26,0.0,11.63,0.0,10.94,0.0,VTSMX,171.48539132225423,VEURX,178.7389273710447,VPACX,216.0797160283046,VEIEX,249.39188292451254,10355.592855095372
61,1995-12-27,14.99,0.0,10.93,0.0,14.01,0.36,11.54,0.11,10.72,0.18,VTSMX,171.48539132225423,VEURX,183.33179060113576,VPACX,218.13940136306312,VEIEX,253.5794331974988,10374.74461784944
62,1995-12-28,14.98,0.0,10.96,0.0,14.02,0.0,11.46,0.0,10.71,0.0,VTSMX,171.48539132225423,VEURX,183.33179060113576,VPACX,218.13940136306312,VEIEX,253.5794331974988,10354.87613540121
63,1995-12-29,15.04,0.0,10.79,0.281,14.02,0.0,11.5,0.0,10.74,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10381.49821793099
64,1996-01-02,15.14,0.0,10.77,0.0,14.12,0.0,11.44,0.0,10.85,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10430.307605599588
65,1996-01-03,15.14,0.0,10.79,0.0,14.26,0.0,11.45,0.0,11.2,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10543.060419952833
66,1996-01-04,15.02,0.0,10.71,0.0,14.16,0.0,11.68,0.0,11.35,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10591.996439268933
67,1996-01-05,14.99,0.0,10.68,0.0,14.22,0.0,11.78,0.0,11.35,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10620.495136154894
68,1996-01-08,15.03,0.0,10.69,0.0,14.22,0.0,11.67,0.0,11.37,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10607.405505958644
69,1996-01-09,14.81,0.0,10.66,0.0,14.19,0.0,11.64,0.0,11.29,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10537.784726063159
70,1996-01-10,14.56,0.0,10.55,0.0,14.09,0.0,11.61,0.0,11.22,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10452.445191278646
71,1996-01-11,14.68,0.0,10.55,0.0,14.03,0.0,11.55,0.0,11.3,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VTSMX,172.56479750550184,10467.837114838974
72,1996-01-12,14.66,0.0,10.57,0.0,14.11,0.0,11.47,0.0,11.41,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VUSTX,239.33774185720503,10487.722643121444
73,1996-01-15,14.59,0.0,10.57,0.0,14.03,0.0,11.47,0.0,11.49,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VUSTX,239.33774185720503,10492.245486805092
74,1996-01-16,14.74,0.0,10.65,0.0,14.09,0.0,11.51,0.0,11.48,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VUSTX,239.33774185720503,10529.110512468204
75,1996-01-17,14.73,0.0,10.73,0.0,14.0,0.0,11.53,0.0,11.47,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VUSTX,239.33774185720503,10533.693927193151
76,1996-01-18,14.78,0.0,10.76,0.0,14.04,0.0,11.42,0.0,11.39,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,185.1194404053315,VUSTX,239.33774185720503,10504.12111632352
77,1996-01-19,14.88,0.0,10.78,0.0,14.02,0.0,11.44,0.0,11.56,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VUSTX,239.33774185720503,10550.800524926573
78,1996-01-22,14.93,0.0,10.69,0.0,14.02,0.0,11.32,0.0,11.7,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VUSTX,239.33774185720503,10514.34140932645
79,1996-01-23,14.93,0.0,10.64,0.0,13.93,0.0,11.28,0.0,11.77,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VUSTX,239.33774185720503,10498.225066157134
80,1996-01-24,15.09,0.0,10.71,0.0,14.0,0.0,11.25,0.0,11.7,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VUSTX,239.33774185720503,10508.145398242148
81,1996-01-25,15.03,0.0,10.61,0.0,14.02,0.0,11.35,0.0,11.74,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VUSTX,239.33774185720503,10492.370467154677
82,1996-01-26,15.12,0.0,10.69,0.0,13.84,0.0,11.41,0.0,11.71,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VTSMX,169.21431616756095,10537.069586139085
83,1996-01-29,15.18,0.0,10.64,0.0,13.89,0.0,11.39,0.0,11.68,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VTSMX,169.21431616756095,10523.421185264953
84,1996-01-30,15.32,0.0,10.7,0.0,13.93,0.0,11.37,0.0,11.78,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,240.75830746593206,VTSMX,169.21431616756095,10581.208491744097
85,1996-01-31,15.44,0.0,10.73,0.054000000000000006,14.1,0.0,11.54,0.0,11.85,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,241.96995225653416,VTSMX,169.21431616756095,10677.020163020477
86,1996-02-01,15.51,0.0,10.67,0.0,14.1,0.0,11.58,0.0,11.94,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VUSTX,241.96995225653416,VTSMX,169.21431616756095,10705.12330655212
87,1996-02-02,15.48,0.0,10.6,0.0,14.16,0.0,11.59,0.0,12.12,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10728.863725408979
88,1996-02-05,15.59,0.0,10.59,0.0,14.17,0.0,11.62,0.0,12.13,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10758.475749355193
89,1996-02-06,15.7,0.0,10.61,0.0,14.2,0.0,11.6,0.0,12.1,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10770.760050624429
90,1996-02-07,15.76,0.0,10.6,0.0,14.16,0.0,11.66,0.0,12.04,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10772.709267090588
91,1996-02-08,15.89,0.0,10.59,0.0,14.1,0.0,11.64,0.0,11.99,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10767.242542069078
92,1996-02-09,15.9,0.0,10.6,0.0,14.09,0.0,11.56,0.0,11.88,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10722.486500224477
93,1996-02-12,15.99,0.0,10.66,0.0,14.14,0.0,11.59,0.0,11.86,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10748.710016202736
94,1996-02-13,15.96,0.0,10.67,0.0,14.19,0.0,11.5,0.0,11.88,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10737.211844434758
95,1996-02-14,15.89,0.0,10.62,0.0,14.21,0.0,11.58,0.0,11.92,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10756.710535244973
96,1996-02-15,15.84,0.0,10.54,0.0,14.23,0.0,11.64,0.0,11.97,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10777.496367365686
97,1996-02-16,15.79,0.0,10.45,0.0,14.3,0.0,11.69,0.0,11.98,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10795.415937525839
98,1996-02-20,15.62,0.0,10.26,0.0,14.12,0.0,11.52,0.0,11.94,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10686.012472091585
99,1996-02-21,15.79,0.0,10.27,0.0,14.2,0.0,11.5,0.0,11.96,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10729.589166589576
100,1996-02-22,16.040001,0.0,10.31,0.0,14.29,0.0,11.48,0.0,11.95,0.0,VPACX,225.684743868065,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10781.264882988991
101,1996-02-23,16.049999,0.0,10.23,0.0,14.41,0.0,11.47,0.0,11.95,0.0,VUSTX,253.04047039752743,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10802.436124130127
102,1996-02-26,15.88,0.0,10.19,0.0,14.34,0.0,11.53,0.0,11.88,0.0,VUSTX,253.04047039752743,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10733.952892817877
103,1996-02-27,15.82,0.0,10.16,0.0,14.35,0.0,11.38,0.0,11.83,0.0,VUSTX,253.04047039752743,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10705.937427400582
104,1996-02-28,15.79,0.0,10.15,0.0,14.42,0.0,11.35,0.0,11.8,0.0,VUSTX,253.04047039752743,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10703.760442528672
105,1996-02-29,15.69,0.0,10.15,0.051,14.34,0.0,11.4,0.0,11.66,0.0,VUSTX,254.3119052734165,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10651.421520901213
106,1996-03-01,15.75,0.0,10.26,0.0,14.42,0.0,11.39,0.0,11.8,0.0,VUSTX,254.3119052734165,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10737.871243452319
107,1996-03-04,15.89,0.0,10.31,0.0,14.43,0.0,11.37,0.0,11.9,0.0,VUSTX,254.3119052734165,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10800.25369861177
108,1996-03-05,16.0,0.0,10.26,0.0,14.39,0.0,11.37,0.0,11.95,0.0,VUSTX,254.3119052734165,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10810.98899950015
109,1996-03-06,15.95,0.0,10.19,0.0,14.39,0.0,11.35,0.0,11.87,0.0,VUSTX,254.3119052734165,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10765.394051406562
110,1996-03-07,15.98,0.0,10.17,0.0,14.47,0.0,11.19,0.0,11.7,0.0,VUSTX,254.3119052734165,VEIEX,241.6549864509076,VEURX,181.13569872311172,VTSMX,169.21431616756095,10738.793750987315
111,1996-03-08,15.51,0.0,9.87,0.0,14.28,0.0,11.22,0.0,11.58,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10519.555069675036
112,1996-03-11,15.66,0.0,9.98,0.0,14.11,0.0,11.04,0.0,11.27,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10573.305906908581
113,1996-03-12,15.58,0.0,9.94,0.0,14.11,0.0,11.14,0.0,11.38,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10538.255394854688
114,1996-03-13,15.65,0.0,9.9,0.0,14.19,0.0,11.06,0.0,11.3,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10543.077886123781
115,1996-03-14,15.72,0.0,9.91,0.0,14.29,0.0,11.16,0.0,11.44,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10578.414799817943
116,1996-03-15,15.74,0.0,9.83,0.0,14.23,0.0,11.25,0.0,11.51,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10527.904210696932
117,1996-03-18,15.98,0.0,9.87,0.0,14.36,0.0,11.28,0.0,11.58,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10613.576654171638
118,1996-03-19,15.96,0.0,9.87,0.0,14.45,0.0,11.35,0.0,11.7,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10626.494580733368
119,1996-03-20,15.92,0.0,9.93,0.0,14.45,0.0,11.32,0.0,11.68,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10651.996058227394
120,1996-03-21,15.91,0.0,9.97,0.0,14.48,0.0,11.49,0.0,11.85,0.0,VUSTX,254.3119052734165,VUSTX,283.5222637387548,VEURX,181.13569872311172,VTSMX,169.21431616756095,10677.2513527879
121,1996-03-22,15.94,0.0,9.93,0.0,14.49,0.0,11.46,0.0,11.9,0.0,VPACX,220.3592687054996,VEIEX,236.5862251198181,VEURX,181.13569872311172,VTSMX,169.21431616756095,10662.62577249967
122,1996-03-25,15.9,0.0,10.01,0.0,14.49,0.0,11.61,0.0,11.93,0.0,VPACX,220.3592687054996,VEIEX,236.5862251198181,VEURX,181.13569872311172,VTSMX,169.21431616756095,10696.008676912388
