,Date,VTSMX,VTSMX Div,VEURX,VEURX Div,VPACX,VPACX Div,VUSTX,VUSTX Div,VEIEX,VEIEX Div,Enter 1,Shares 1,Enter 2,Shares 2,Enter 3,Shares 3,Capital
23,1995-11-01,14.47,0.0,13.83,0.0,10.44,0.0,10.63,0.0,10.36,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9881.879203460163
24,1995-11-02,14.62,0.0,13.86,0.0,10.56,0.0,10.67,0.0,10.27,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9935.657374661649
25,1995-11-03,14.66,0.0,13.88,0.0,10.57,0.0,10.65,0.0,10.3,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9943.441259904092
26,1995-11-06,14.63,0.0,13.85,0.0,10.61,0.0,10.64,0.0,10.26,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9926.336227513235
27,1995-11-07,14.56,0.0,13.9,0.0,10.59,0.0,10.61,0.0,10.23,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9913.049549975132
28,1995-11-08,14.67,0.0,13.94,0.0,10.59,0.0,10.68,0.0,10.15,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9969.285450342877
29,1995-11-09,14.72,0.0,13.93,0.0,10.64,0.0,10.63,0.0,10.13,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9962.969215915997
30,1995-11-10,14.71,0.0,13.87,0.0,10.69,0.0,10.58,0.0,10.02,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9930.978714222534
31,1995-11-13,14.69,0.0,13.8,0.0,10.56,0.0,10.64,0.0,9.83,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9928.115632175275
32,1995-11-14,14.6,0.0,13.87,0.0,10.58,0.0,10.62,0.0,9.81,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9918.105470797314
33,1995-11-15,14.68,0.0,13.97,0.0,10.56,0.0,10.59,0.0,9.82,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,9951.083314472256
34,1995-11-16,14.77,0.0,14.05,0.0,10.55,0.0,10.64,0.0,9.91,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10006.155236639039
35,1995-11-17,14.83,0.0,14.05,0.0,10.63,0.0,10.66,0.0,9.95,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10026.028383858025
36,1995-11-20,14.75,0.0,14.08,0.0,10.83,0.0,10.63,0.0,9.92,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10005.674927804961
37,1995-11-21,14.78,0.0,14.09,0.0,10.85,0.0,10.61,0.0,10.08,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10008.781520792894
38,1995-11-22,14.76,0.0,14.14,0.0,10.83,0.0,10.61,0.0,10.21,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10016.153340107063
39,1995-11-24,14.8,0.0,14.14,0.0,10.78,0.0,10.64,0.0,10.18,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10034.52403096528
40,1995-11-27,14.84,0.0,14.12,0.0,10.87,0.0,10.68,0.0,10.18,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10051.188904929928
41,1995-11-28,14.95,0.0,14.08,0.0,11.01,0.0,10.67,0.0,10.25,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10063.723670195344
42,1995-11-29,15.01,0.0,14.03,0.0,10.93,0.0,10.69,0.0,10.39,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,307.31556273372166,10071.649386112058
43,1995-11-30,15.0,0.0,13.95,0.0,11.07,0.0,10.78,0.055,10.5,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VUSTX,308.8834992782815,10094.806446630764
44,1995-12-01,15.02,0.0,14.0,0.0,11.19,0.0,10.82,0.0,10.6,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10123.684829892269
45,1995-12-04,15.18,0.0,13.97,0.0,11.28,0.0,10.93,0.0,10.73,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10180.00158440601
46,1995-12-05,15.26,0.0,14.06,0.0,11.24,0.0,10.9,0.0,10.71,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10207.8626009735
47,1995-12-06,15.29,0.0,14.06,0.0,11.29,0.0,10.9,0.0,10.74,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10229.659528616918
48,1995-12-07,15.19,0.0,14.03,0.0,11.48,0.0,10.86,0.0,10.7,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10256.360346607846
49,1995-12-08,15.22,0.0,13.95,0.0,11.4,0.0,10.87,0.0,10.65,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10220.214259048345
50,1995-12-11,15.26,0.0,14.03,0.0,11.39,0.0,10.89,0.0,10.62,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10245.494671175931
51,1995-12-12,15.23,0.0,14.04,0.0,11.37,0.0,10.88,0.0,10.67,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10235.047335589723
52,1995-12-13,15.29,0.0,13.99,0.0,11.38,0.0,10.86,0.0,10.63,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10239.813442184017
53,1995-12-14,15.17,0.0,14.13,0.0,11.47,0.0,10.85,0.0,10.62,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10272.69289529203
54,1995-12-15,15.14,0.0,14.09,0.0,11.38,0.0,10.84,0.0,10.65,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10229.391214877782
55,1995-12-18,14.88,0.0,14.01,0.0,11.41,0.0,10.72,0.0,10.59,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10159.752474745565
56,1995-12-19,15.03,0.0,13.88,0.0,11.31,0.0,10.81,0.0,10.56,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10133.139223947908
57,1995-12-20,14.95,0.0,13.97,0.0,11.49,0.0,10.81,0.0,10.8,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10190.102787120133
58,1995-12-21,15.06,0.0,14.04,0.0,11.61,0.0,10.81,0.0,10.93,0.0,VTSMX,228.78059940517045,VEURX,238.94862604540026,VPACX,298.670193225291,10267.835480064914
59,1995-12-22,14.91,0.1,14.18,0.0,11.6,0.0,10.87,0.0,10.97,0.0,VTSMX,230.31500986395764,VEURX,238.94862604540026,VPACX,298.670193225291,10286.862555808759
60,1995-12-26,14.96,0.0,14.26,0.0,11.63,0.0,10.89,0.0,10.94,0.0,VTSMX,230.31500986395764,VEURX,238.94862604540026,VPACX,298.670193225291,10326.454302182348
61,1995-12-27,14.99,0.0,14.01,0.36,11.54,0.11,10.93,0.0,10.72,0.18,VTSMX,230.31500986395764,VEURX,245.08863356690946,VPACX,301.51713614164987,10365.621505207766
62,1995-12-28,14.98,0.0,14.02,0.0,11.46,0.0,10.96,0.0,10.71,0.0,VTSMX,230.31500986395764,VEURX,245.08863356690946,VPACX,301.51713614164987,10341.647870553465
63,1995-12-29,15.04,0.0,14.02,0.0,11.5,0.0,10.79,0.281,10.74,0.0,VPACX,300.508042220028,VUSTX,320.2819727090197,VEURX,246.4937578837605,10367.527456590968
64,1996-01-02,15.14,0.0,14.12,0.0,11.44,0.0,10.77,0.0,10.85,0.0,VPACX,300.508042220028,VUSTX,320.2819727090197,VEURX,246.4937578837605,10367.740710391961
65,1996-01-03,15.14,0.0,14.26,0.0,11.45,0.0,10.79,0.0,11.2,0.0,VPACX,300.508042220028,VUSTX,320.2819727090197,VEURX,246.4937578837605,10411.660556372068
66,1996-01-04,15.02,0.0,14.16,0.0,11.68,0.0,10.71,0.0,11.35,0.0,VPACX,300.508042220028,VUSTX,320.2819727090197,VEURX,246.4937578837605,10430.505472477576
67,1996-01-05,14.99,0.0,14.22,0.0,11.78,0.0,10.68,0.0,11.35,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10465.737442991334
68,1996-01-08,15.03,0.0,14.22,0.0,11.67,0.0,10.69,0.0,11.37,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10438.709067542783
69,1996-01-09,14.81,0.0,14.19,0.0,11.64,0.0,10.66,0.0,11.29,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10398.188976757063
70,1996-01-10,14.56,0.0,14.09,0.0,11.61,0.0,10.55,0.0,11.22,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10343.428077517305
71,1996-01-11,14.68,0.0,14.03,0.0,11.55,0.0,10.55,0.0,11.3,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10334.718006293686
72,1996-01-12,14.66,0.0,14.11,0.0,11.47,0.0,10.57,0.0,11.41,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10363.548164122869
73,1996-01-15,14.59,0.0,14.03,0.0,11.47,0.0,10.57,0.0,11.49,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10367.938700274774
74,1996-01-16,14.74,0.0,14.09,0.0,11.51,0.0,10.65,0.0,11.48,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10391.734892838775
75,1996-01-17,14.73,0.0,14.0,0.0,11.53,0.0,10.73,0.0,11.47,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10372.546860875811
76,1996-01-18,14.78,0.0,14.04,0.0,11.42,0.0,10.76,0.0,11.39,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10325.240689764352
77,1996-01-19,14.88,0.0,14.02,0.0,11.44,0.0,10.78,0.0,11.56,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10377.554803614115
78,1996-01-22,14.93,0.0,14.02,0.0,11.32,0.0,10.69,0.0,11.7,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10383.686402917274
79,1996-01-23,14.93,0.0,13.93,0.0,11.28,0.0,10.64,0.0,11.77,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10370.577925203715
80,1996-01-24,15.09,0.0,14.0,0.0,11.25,0.0,10.71,0.0,11.7,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10357.720964804197
81,1996-01-25,15.03,0.0,14.02,0.0,11.35,0.0,10.61,0.0,11.74,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,246.4937578837605,10404.756662575179
82,1996-01-26,15.12,0.0,13.84,0.0,11.41,0.0,10.69,0.0,11.71,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VUSTX,319.12755931817077,10369.377004895825
83,1996-01-29,15.18,0.0,13.89,0.0,11.39,0.0,10.64,0.0,11.68,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VUSTX,319.12755931817077,10338.36920229204
84,1996-01-30,15.32,0.0,13.93,0.0,11.37,0.0,10.7,0.0,11.78,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VUSTX,319.12755931817077,10381.644240984988
85,1996-01-31,15.44,0.0,14.1,0.0,11.54,0.0,10.73,0.054000000000000006,11.85,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VUSTX,320.73360668100224,10480.6336053299
86,1996-02-01,15.51,0.0,14.1,0.0,11.58,0.0,10.67,0.0,11.94,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VUSTX,320.73360668100224,10500.533701998273
87,1996-02-02,15.48,0.0,14.16,0.0,11.59,0.0,10.6,0.0,12.12,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10535.33501271367
88,1996-02-05,15.59,0.0,14.17,0.0,11.62,0.0,10.59,0.0,12.13,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10549.764980492515
89,1996-02-06,15.7,0.0,14.2,0.0,11.6,0.0,10.61,0.0,12.1,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10541.916471597897
90,1996-02-07,15.76,0.0,14.16,0.0,11.66,0.0,10.6,0.0,12.04,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10532.260538886465
91,1996-02-08,15.89,0.0,14.1,0.0,11.64,0.0,10.59,0.0,11.99,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10496.775773566416
92,1996-02-09,15.9,0.0,14.09,0.0,11.56,0.0,10.6,0.0,11.88,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10437.182857698308
93,1996-02-12,15.99,0.0,14.14,0.0,11.59,0.0,10.66,0.0,11.86,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10452.175449341357
94,1996-02-13,15.96,0.0,14.19,0.0,11.5,0.0,10.67,0.0,11.88,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10443.162094309306
95,1996-02-14,15.89,0.0,14.21,0.0,11.58,0.0,10.62,0.0,11.92,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10484.059699907051
96,1996-02-15,15.84,0.0,14.23,0.0,11.64,0.0,10.54,0.0,11.97,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10521.960899258222
97,1996-02-16,15.79,0.0,14.3,0.0,11.69,0.0,10.45,0.0,11.98,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10556.80685936799
98,1996-02-20,15.62,0.0,14.12,0.0,11.52,0.0,10.26,0.0,11.94,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10450.447979339722
99,1996-02-21,15.79,0.0,14.2,0.0,11.5,0.0,10.27,0.0,11.96,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10469.673103006333
100,1996-02-22,16.040001,0.0,14.29,0.0,11.48,0.0,10.31,0.0,11.95,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10482.257934793884
101,1996-02-23,16.049999,0.0,14.41,0.0,11.47,0.0,10.23,0.0,11.95,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10508.064517344725
102,1996-02-26,15.88,0.0,14.34,0.0,11.53,0.0,10.19,0.0,11.88,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10488.191914292205
103,1996-02-27,15.82,0.0,14.35,0.0,11.38,0.0,10.16,0.0,11.83,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10430.447906884492
104,1996-02-28,15.79,0.0,14.42,0.0,11.35,0.0,10.15,0.0,11.8,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10429.198205225353
105,1996-02-29,15.69,0.0,14.34,0.0,11.4,0.0,10.15,0.051,11.66,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10382.823267651433
106,1996-03-01,15.75,0.0,14.42,0.0,11.39,0.0,10.26,0.0,11.8,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10441.218526914156
107,1996-03-04,15.89,0.0,14.43,0.0,11.37,0.0,10.31,0.0,11.9,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10467.746883962433
108,1996-03-05,16.0,0.0,14.39,0.0,11.37,0.0,10.26,0.0,11.95,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10473.211769293881
109,1996-03-06,15.95,0.0,14.39,0.0,11.35,0.0,10.19,0.0,11.87,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10443.091571666875
110,1996-03-07,15.98,0.0,14.47,0.0,11.19,0.0,10.17,0.0,11.7,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10362.984232063991
111,1996-03-08,15.51,0.0,14.28,0.0,11.22,0.0,9.87,0.0,11.58,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10290.215951782702
112,1996-03-11,15.66,0.0,14.11,0.0,11.04,0.0,9.98,0.0,11.27,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10101.881589105356
113,1996-03-12,15.58,0.0,14.11,0.0,11.14,0.0,9.94,0.0,11.38,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10165.083693903445
114,1996-03-13,15.65,0.0,14.19,0.0,11.06,0.0,9.9,0.0,11.3,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10136.140789058596
115,1996-03-14,15.72,0.0,14.29,0.0,11.16,0.0,9.91,0.0,11.44,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10232.393876794358
116,1996-03-15,15.74,0.0,14.23,0.0,11.25,0.0,9.83,0.0,11.51,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10266.130051292423
117,1996-03-18,15.98,0.0,14.36,0.0,11.28,0.0,9.87,0.0,11.58,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10327.454209631262
118,1996-03-19,15.96,0.0,14.45,0.0,11.35,0.0,9.87,0.0,11.7,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10406.263574990355
119,1996-03-20,15.92,0.0,14.45,0.0,11.32,0.0,9.93,0.0,11.68,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10391.220824528102
120,1996-03-21,15.91,0.0,14.48,0.0,11.49,0.0,9.97,0.0,11.85,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10500.743935611805
121,1996-03-22,15.94,0.0,14.49,0.0,11.46,0.0,9.93,0.0,11.9,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10509.198439248756
122,1996-03-25,15.9,0.0,14.49,0.0,11.61,0.0,10.01,0.0,11.93,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.0971914419932,10563.315909375237
123,1996-03-26,15.85,0.06,14.4,0.02,11.63,0.0,10.0,0.0,11.88,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.43065976344042,10537.450493829569
124,1996-03-27,15.8,0.0,14.4,0.0,11.68,0.0,9.89,0.0,11.85,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.43065976344042,10543.434632147091
125,1996-03-28,15.82,0.0,14.42,0.0,11.69,0.0,9.82,0.0,11.81,0.0,VPACX,300.508042220028,VEIEX,301.3754597825842,VEURX,240.43065976344042,10539.193307373258
126,1996-03-29,15.78,0.0,14.52,0.0,11.75,0.0,9.88,0.069,11.83,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10587.294365078455
127,1996-04-01,15.95,0.0,14.53,0.0,11.76,0.0,9.9,0.0,11.87,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10604.66106827928
128,1996-04-02,15.99,0.0,14.57,0.0,11.78,0.0,9.95,0.0,11.95,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10644.255491377477
129,1996-04-03,16.01,0.0,14.55,0.0,11.78,0.0,9.93,0.0,11.98,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10648.344004997987
130,1996-04-04,16.02,0.0,14.61,0.0,11.75,0.0,9.89,0.0,12.01,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10662.866122115254
131,1996-04-08,15.75,0.0,14.63,0.0,11.69,0.0,9.64,0.0,11.85,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10601.975383875308
132,1996-04-09,15.74,0.0,14.55,0.0,11.74,0.0,9.7,0.0,11.84,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10594.565579132484
133,1996-04-10,15.56,0.0,14.57,0.0,11.76,0.0,9.63,0.0,11.93,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10632.282162306486
134,1996-04-11,15.47,0.0,14.47,0.0,11.75,0.0,9.58,0.0,11.9,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10596.024060743555
135,1996-04-12,15.6,0.0,14.48,0.0,11.73,0.0,9.73,0.0,11.99,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10619.296184516714
136,1996-04-15,15.73,0.0,14.52,0.0,11.83,0.0,9.76,0.0,12.05,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10676.952156175348
137,1996-04-16,15.82,0.0,14.59,0.0,11.84,0.0,9.77,0.0,12.12,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10717.85143978287
138,1996-04-17,15.74,0.0,14.55,0.0,11.8,0.0,9.71,0.0,12.15,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10705.064985654262
139,1996-04-18,15.8,0.0,14.57,0.0,11.84,0.0,9.68,0.0,12.12,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10712.990423086323
140,1996-04-19,15.85,0.0,14.74,0.0,11.93,0.0,9.73,0.0,12.19,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10802.22269228172
141,1996-04-22,15.94,0.0,14.79,0.0,12.07,0.0,9.77,0.0,12.13,0.0,VPACX,300.34877631428236,VEIEX,298.317677235234,VEURX,243.05083482732908,10838.525002072973
