,Date,VTSMX,VTSMX Div,VUSTX,VUSTX Div,VEURX,VEURX Div,VPACX,VPACX Div,VEIEX,VEIEX Div,Enter 1,Shares 1,Enter 2,Shares 2,Enter 3,Shares 3,Capital
23,1995-11-01,14.47,0.0,10.63,0.0,13.83,0.0,10.44,0.0,10.36,0.0,VUSTX,312.7391623291119,VUSTX,310.59734734398756,VUSTX,291.8971602487623,9728.93391126939
24,1995-11-02,14.62,0.0,10.67,0.0,13.86,0.0,10.56,0.0,10.27,0.0,VUSTX,312.7391623291119,VUSTX,310.59734734398756,VUSTX,291.8971602487623,9765.543258066265
25,1995-11-03,14.66,0.0,10.65,0.0,13.88,0.0,10.57,0.0,10.3,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9747.238584667828
26,1995-11-06,14.63,0.0,10.64,0.0,13.85,0.0,10.61,0.0,10.26,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9730.354219520012
27,1995-11-07,14.56,0.0,10.61,0.0,13.9,0.0,10.59,0.0,10.23,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9717.60961481948
28,1995-11-08,14.67,0.0,10.68,0.0,13.94,0.0,10.59,0.0,10.15,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9772.56655914847
29,1995-11-09,14.72,0.0,10.63,0.0,13.93,0.0,10.64,0.0,10.13,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9766.948242855231
30,1995-11-10,14.71,0.0,10.58,0.0,13.87,0.0,10.69,0.0,10.02,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9735.782325169614
31,1995-11-13,14.69,0.0,10.64,0.0,13.8,0.0,10.56,0.0,9.83,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9732.069963929584
32,1995-11-14,14.6,0.0,10.62,0.0,13.87,0.0,10.58,0.0,9.81,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9722.466811261107
33,1995-11-15,14.68,0.0,10.59,0.0,13.97,0.0,10.56,0.0,9.82,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9755.71731730442
34,1995-11-16,14.77,0.0,10.64,0.0,14.05,0.0,10.55,0.0,9.91,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9809.825170254566
35,1995-11-17,14.83,0.0,10.66,0.0,14.05,0.0,10.63,0.0,9.95,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9829.294786360517
36,1995-11-20,14.75,0.0,10.63,0.0,14.08,0.0,10.83,0.0,9.92,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9809.511864779928
37,1995-11-21,14.78,0.0,10.61,0.0,14.09,0.0,10.85,0.0,10.08,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9812.87294372372
38,1995-11-22,14.76,0.0,10.61,0.0,14.14,0.0,10.83,0.0,10.21,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VUSTX,291.8971602487623,9820.244981248132
39,1995-11-24,14.8,0.0,10.64,0.0,14.14,0.0,10.78,0.0,10.18,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,9838.08967798958
40,1995-11-27,14.84,0.0,10.68,0.0,14.12,0.0,10.87,0.0,10.18,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,9868.340654450398
41,1995-11-28,14.95,0.0,10.67,0.0,14.08,0.0,11.01,0.0,10.25,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,9924.134192301015
42,1995-11-29,15.01,0.0,10.69,0.0,14.03,0.0,10.93,0.0,10.39,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,9902.801433667568
43,1995-11-30,15.0,0.0,10.78,0.055,13.95,0.0,11.07,0.0,10.5,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,9921.79888292311
44,1995-12-01,15.02,0.0,10.82,0.0,14.0,0.0,11.19,0.0,10.6,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,9972.831456946034
45,1995-12-04,15.18,0.0,10.93,0.0,13.97,0.0,11.28,0.0,10.73,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,10027.962593510525
46,1995-12-05,15.26,0.0,10.9,0.0,14.06,0.0,11.24,0.0,10.71,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,10056.062577141507
47,1995-12-06,15.29,0.0,10.9,0.0,14.06,0.0,11.29,0.0,10.74,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,10077.283727993881
48,1995-12-07,15.19,0.0,10.86,0.0,14.03,0.0,11.48,0.0,10.7,0.0,VTSMX,227.19454834959356,VEURX,238.31856982805962,VPACX,288.1062880377395,10102.154910791252
49,1995-12-08,15.22,0.0,10.87,0.0,13.95,0.0,11.4,0.0,10.65,0.0,VTSMX,227.19454834959356,VUSTX,305.84581868458434,VPACX,288.1062880377395,10066.856758612477
50,1995-12-11,15.26,0.0,10.89,0.0,14.03,0.0,11.39,0.0,10.62,0.0,VTSMX,227.19454834959356,VUSTX,305.84581868458434,VPACX,288.1062880377395,10079.180394039775
51,1995-12-12,15.23,0.0,10.88,0.0,14.04,0.0,11.37,0.0,10.67,0.0,VTSMX,227.19454834959356,VUSTX,305.84581868458434,VPACX,288.1062880377395,10063.543973641685
52,1995-12-13,15.29,0.0,10.86,0.0,13.99,0.0,11.38,0.0,10.63,0.0,VTSMX,227.19454834959356,VUSTX,305.84581868458434,VPACX,288.1062880377395,10073.939793049347
53,1995-12-14,15.17,0.0,10.85,0.0,14.13,0.0,11.47,0.0,10.62,0.0,VTSMX,227.19454834959356,VUSTX,305.84581868458434,VPACX,288.1062880377395,10069.547554983947
54,1995-12-15,15.14,0.0,10.84,0.0,14.09,0.0,11.38,0.0,10.65,0.0,VTSMX,227.19454834959356,VEURX,235.29940912284556,VPACX,288.1062880377395,10033.743694423216
55,1995-12-18,14.88,0.0,10.72,0.0,14.01,0.0,11.41,0.0,10.59,0.0,VTSMX,227.19454834959356,VEURX,235.29940912284556,VPACX,288.1062880377395,9964.492347763626
56,1995-12-19,15.03,0.0,10.81,0.0,13.88,0.0,11.31,0.0,10.56,0.0,VTSMX,227.19454834959356,VEURX,235.29940912284556,VPACX,288.1062880377395,9939.171978026321
57,1995-12-20,14.95,0.0,10.81,0.0,13.97,0.0,11.49,0.0,10.8,0.0,VTSMX,227.19454834959356,VEURX,235.29940912284556,VPACX,288.1062880377395,9994.032492826203
58,1995-12-21,15.06,0.0,10.81,0.0,14.04,0.0,11.61,0.0,10.93,0.0,VTSMX,227.19454834959356,VEURX,235.29940912284556,VPACX,288.1062880377395,10070.067606347786
59,1995-12-22,14.91,0.1,10.87,0.0,14.18,0.0,11.6,0.0,10.97,0.0,VUSTX,313.7249467090524,VEURX,235.29940912284556,VPACX,288.1062880377395,10088.768733327128
60,1995-12-26,14.96,0.0,10.89,0.0,14.26,0.0,11.63,0.0,10.94,0.0,VUSTX,313.7249467090524,VEURX,235.29940912284556,VPACX,288.1062880377395,10122.51037363227
61,1995-12-27,14.99,0.0,10.93,0.0,14.01,0.36,11.54,0.11,10.72,0.18,VUSTX,313.7249467090524,VEURX,241.34564661636622,VPACX,290.85253515075084,10166.704432264898
62,1995-12-28,14.98,0.0,10.96,0.0,14.02,0.0,11.46,0.0,10.71,0.0,VUSTX,313.7249467090524,VEURX,241.34564661636622,VPACX,290.85253515075084,10155.261434320273
63,1995-12-29,15.04,0.0,10.79,0.281,14.02,0.0,11.5,0.0,10.74,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VUSTX,315.15968504204534,10201.719004811008
64,1996-01-02,15.14,0.0,10.77,0.0,14.12,0.0,11.44,0.0,10.85,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VUSTX,315.15968504204534,10212.50265108098
65,1996-01-03,15.14,0.0,10.79,0.0,14.26,0.0,11.45,0.0,11.2,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VUSTX,315.15968504204534,10332.582282898791
66,1996-01-04,15.02,0.0,10.71,0.0,14.16,0.0,11.68,0.0,11.35,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VUSTX,315.15968504204534,10422.875004462749
67,1996-01-05,14.99,0.0,10.68,0.0,14.22,0.0,11.78,0.0,11.35,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VEURX,236.70221070668384,10442.99041392543
68,1996-01-08,15.03,0.0,10.69,0.0,14.22,0.0,11.67,0.0,11.37,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VEURX,236.70221070668384,10416.795732088125
69,1996-01-09,14.81,0.0,10.66,0.0,14.19,0.0,11.64,0.0,11.29,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VEURX,236.70221070668384,10375.493453050609
70,1996-01-10,14.56,0.0,10.55,0.0,14.09,0.0,11.61,0.0,11.22,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VEURX,236.70221070668384,10320.788288352644
71,1996-01-11,14.68,0.0,10.55,0.0,14.03,0.0,11.55,0.0,11.3,0.0,VPACX,295.70200013944947,VEIEX,316.62690890164515,VEURX,236.70221070668384,10314.174188414006
72,1996-01-12,14.66,0.0,10.57,0.0,14.11,0.0,11.47,0.0,11.41,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VEURX,236.70221070668384,10344.283165238565
73,1996-01-15,14.59,0.0,10.57,0.0,14.03,0.0,11.47,0.0,11.49,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VEURX,236.70221070668384,10350.677141094162
74,1996-01-16,14.74,0.0,10.65,0.0,14.09,0.0,11.51,0.0,11.48,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VEURX,236.70221070668384,10387.383407232974
75,1996-01-17,14.73,0.0,10.73,0.0,14.0,0.0,11.53,0.0,11.47,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VEURX,236.70221070668384,10388.584341765782
76,1996-01-18,14.78,0.0,10.76,0.0,14.04,0.0,11.42,0.0,11.39,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VEURX,236.70221070668384,10382.348678451453
77,1996-01-19,14.88,0.0,10.78,0.0,14.02,0.0,11.44,0.0,11.56,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10437.858809396956
78,1996-01-22,14.93,0.0,10.69,0.0,14.02,0.0,11.32,0.0,11.7,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10425.60135801383
79,1996-01-23,14.93,0.0,10.64,0.0,13.93,0.0,11.28,0.0,11.77,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10416.32900906508
80,1996-01-24,15.09,0.0,10.71,0.0,14.0,0.0,11.25,0.0,11.7,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10438.175851042577
81,1996-01-25,15.03,0.0,10.61,0.0,14.02,0.0,11.35,0.0,11.74,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10387.968462254914
82,1996-01-26,15.12,0.0,10.69,0.0,13.84,0.0,11.41,0.0,11.71,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10428.767627102847
83,1996-01-29,15.18,0.0,10.64,0.0,13.89,0.0,11.39,0.0,11.68,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10387.832587263933
84,1996-01-30,15.32,0.0,10.7,0.0,13.93,0.0,11.37,0.0,11.78,0.0,VUSTX,320.8800323178321,VEIEX,316.62690890164515,VUSTX,307.8446191194534,10457.218757240335
85,1996-01-31,15.44,0.0,10.73,0.054000000000000006,14.1,0.0,11.54,0.0,11.85,0.0,VUSTX,322.4948992092732,VEIEX,316.62690890164515,VUSTX,309.3938837450313,10532.195511584183
86,1996-02-01,15.51,0.0,10.67,0.0,14.1,0.0,11.58,0.0,11.94,0.0,VUSTX,322.4948992092732,VEIEX,316.62690890164515,VUSTX,309.3938837450313,10522.778606408072
87,1996-02-02,15.48,0.0,10.6,0.0,14.16,0.0,11.59,0.0,12.12,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10535.539235203567
88,1996-02-05,15.59,0.0,10.59,0.0,14.17,0.0,11.62,0.0,12.13,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10549.870024856822
89,1996-02-06,15.7,0.0,10.61,0.0,14.2,0.0,11.6,0.0,12.1,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10541.420512459532
90,1996-02-07,15.76,0.0,10.6,0.0,14.16,0.0,11.66,0.0,12.04,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10530.85543410604
91,1996-02-08,15.89,0.0,10.59,0.0,14.1,0.0,11.64,0.0,11.99,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10495.228626108916
92,1996-02-09,15.9,0.0,10.6,0.0,14.09,0.0,11.56,0.0,11.88,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10434.487751555063
93,1996-02-12,15.99,0.0,10.66,0.0,14.14,0.0,11.59,0.0,11.86,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10448.584070573183
94,1996-02-13,15.96,0.0,10.67,0.0,14.19,0.0,11.5,0.0,11.88,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10439.951720322328
95,1996-02-14,15.89,0.0,10.62,0.0,14.21,0.0,11.58,0.0,11.92,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10480.844795411043
96,1996-02-15,15.84,0.0,10.54,0.0,14.23,0.0,11.64,0.0,11.97,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10519.005181984601
97,1996-02-16,15.79,0.0,10.45,0.0,14.3,0.0,11.69,0.0,11.98,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10553.1314341899
98,1996-02-20,15.62,0.0,10.26,0.0,14.12,0.0,11.52,0.0,11.94,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10448.635703354752
99,1996-02-21,15.79,0.0,10.27,0.0,14.2,0.0,11.5,0.0,11.96,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10467.597957192438
100,1996-02-22,16.040001,0.0,10.31,0.0,14.29,0.0,11.48,0.0,11.95,0.0,VPACX,294.94788020865366,VEIEX,316.62690890164515,VEURX,231.60841579783417,10479.377487921054
101,1996-02-23,16.049999,0.0,10.23,0.0,14.41,0.0,11.47,0.0,11.95,0.0,VUSTX,330.69913841576323,VEIEX,316.62690890164515,VEURX,231.60841579783417,10504.221019014707
102,1996-02-26,15.88,0.0,10.19,0.0,14.34,0.0,11.53,0.0,11.88,0.0,VUSTX,330.69913841576323,VEIEX,316.62690890164515,VEURX,231.60841579783417,10452.616580749112
103,1996-02-27,15.82,0.0,10.16,0.0,14.35,0.0,11.38,0.0,11.83,0.0,VUSTX,330.69913841576323,VEIEX,316.62690890164515,VEURX,231.60841579783417,10429.180345309536
104,1996-02-28,15.79,0.0,10.15,0.0,14.42,0.0,11.35,0.0,11.8,0.0,VUSTX,330.69913841576323,VEIEX,316.62690890164515,VEURX,231.60841579783417,10432.587135764177
105,1996-02-29,15.69,0.0,10.15,0.051,14.34,0.0,11.4,0.0,11.66,0.0,VUSTX,332.3607794068178,VEIEX,316.62690890164515,VEURX,231.60841579783417,10386.596351313325
106,1996-03-01,15.75,0.0,10.26,0.0,14.42,0.0,11.39,0.0,11.8,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10486.012477558132
107,1996-03-04,15.89,0.0,10.31,0.0,14.43,0.0,11.37,0.0,11.9,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10523.154190964422
108,1996-03-05,16.0,0.0,10.26,0.0,14.39,0.0,11.37,0.0,11.95,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10479.064225084197
109,1996-03-06,15.95,0.0,10.19,0.0,14.39,0.0,11.35,0.0,11.87,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10430.308344136562
110,1996-03-07,15.98,0.0,10.17,0.0,14.47,0.0,11.19,0.0,11.7,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10434.906765701066
111,1996-03-08,15.51,0.0,9.87,0.0,14.28,0.0,11.22,0.0,11.58,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10181.947391209611
112,1996-03-11,15.66,0.0,9.98,0.0,14.11,0.0,11.04,0.0,11.27,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10219.190344870263
113,1996-03-12,15.58,0.0,9.94,0.0,14.11,0.0,11.14,0.0,11.38,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10191.329841471614
114,1996-03-13,15.65,0.0,9.9,0.0,14.19,0.0,11.06,0.0,11.3,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10181.998011336793
115,1996-03-14,15.72,0.0,9.91,0.0,14.29,0.0,11.16,0.0,11.44,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VEURX,231.60841579783417,10212.123978766238
116,1996-03-15,15.74,0.0,9.83,0.0,14.23,0.0,11.25,0.0,11.51,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VUSTX,335.27851035637644,10142.506467021072
117,1996-03-18,15.98,0.0,9.87,0.0,14.36,0.0,11.28,0.0,11.58,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VUSTX,335.27851035637644,10183.778110833975
118,1996-03-19,15.96,0.0,9.87,0.0,14.45,0.0,11.35,0.0,11.7,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VUSTX,335.27851035637644,10183.778110833975
119,1996-03-20,15.92,0.0,9.93,0.0,14.45,0.0,11.32,0.0,11.68,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VUSTX,335.27851035637644,10245.685576553331
120,1996-03-21,15.91,0.0,9.97,0.0,14.48,0.0,11.49,0.0,11.85,0.0,VUSTX,332.3607794068178,VUSTX,364.15180555939696,VUSTX,335.27851035637644,10286.957220366236
121,1996-03-22,15.94,0.0,9.93,0.0,14.49,0.0,11.46,0.0,11.9,0.0,VPACX,287.98800519281855,VEIEX,303.86785119368164,VEURX,229.76643256306542,10245.685576553331
122,1996-03-25,15.9,0.0,10.01,0.0,14.49,0.0,11.61,0.0,11.93,0.0,VPACX,287.98800519281855,VEIEX,303.86785119368164,VEURX,229.76643256306542,10297.999812868064
123,1996-03-26,15.85,0.06,10.0,0.0,14.4,0.02,11.63,0.0,11.88,0.0,VPACX,287.98800519281855,VEIEX,303.86785119368164,VEURX,230.0855526082919,10272.482530132822
124,1996-03-27,15.8,0.0,9.89,0.0,14.4,0.0,11.68,0.0,11.85,0.0,VPACX,287.98800519281855,VEIEX,303.86785119368164,VEURX,230.0855526082919,10277.765894856651
125,1996-03-28,15.82,0.0,9.82,0.0,14.42,0.0,11.69,0.0,11.81,0.0,VPACX,287.98800519281855,VEIEX,303.86785119368164,VEURX,230.0855526082919,10273.092771912998
126,1996-03-29,15.78,0.0,9.88,0.069,14.52,0.0,11.75,0.0,11.83,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10319.45796450927
127,1996-04-01,15.95,0.0,9.9,0.0,14.53,0.0,11.76,0.0,11.87,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10336.385326447382
128,1996-04-02,15.99,0.0,9.95,0.0,14.57,0.0,11.78,0.0,11.95,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10374.978093466176
129,1996-04-03,16.01,0.0,9.93,0.0,14.55,0.0,11.78,0.0,11.98,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10378.963176244582
130,1996-04-04,16.02,0.0,9.89,0.0,14.61,0.0,11.75,0.0,12.01,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10393.117914176648
131,1996-04-08,15.75,0.0,9.64,0.0,14.63,0.0,11.69,0.0,11.85,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10333.767584240824
132,1996-04-09,15.74,0.0,9.7,0.0,14.55,0.0,11.74,0.0,11.84,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10326.54523205791
133,1996-04-10,15.56,0.0,9.63,0.0,14.57,0.0,11.76,0.0,11.93,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10363.307664574459
134,1996-04-11,15.47,0.0,9.58,0.0,14.47,0.0,11.75,0.0,11.9,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10327.966817135122
135,1996-04-12,15.6,0.0,9.73,0.0,14.48,0.0,11.73,0.0,11.99,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10350.650204858252
136,1996-04-15,15.73,0.0,9.76,0.0,14.52,0.0,11.83,0.0,12.05,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10406.84760104067
137,1996-04-16,15.82,0.0,9.77,0.0,14.59,0.0,11.84,0.0,12.12,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10446.712218327453
138,1996-04-17,15.74,0.0,9.71,0.0,14.55,0.0,11.8,0.0,12.15,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10434.249234741157
139,1996-04-18,15.8,0.0,9.68,0.0,14.57,0.0,11.84,0.0,12.12,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10441.974175184887
140,1996-04-19,15.85,0.0,9.73,0.0,14.74,0.0,11.93,0.0,12.19,0.0,VPACX,292.7505805534545,VEIEX,290.7708640323829,VEURX,236.902157128312,10528.949054628778
