,Date,VTSMX,VTSMX Div,VEURX,VEURX Div,VPACX,VPACX Div,VEIEX,VEIEX Div,VUSTX,VUSTX Div,Enter 1,Shares 1,Enter 2,Shares 2,Capital
40,1995-11-27,14.84,0.0,14.12,0.0,10.87,0.0,10.18,0.0,10.68,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10153.588042400672
41,1995-11-28,14.95,0.0,14.08,0.0,11.01,0.0,10.25,0.0,10.67,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10176.9999237398
42,1995-11-29,15.01,0.0,14.03,0.0,10.93,0.0,10.39,0.0,10.69,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10179.66903073286
43,1995-11-30,15.0,0.0,13.95,0.0,11.07,0.0,10.5,0.0,10.78,0.055,VTSMX,343.17089910775564,VEURX,358.4229390681004,10147.563486616335
44,1995-12-01,15.02,0.0,14.0,0.0,11.19,0.0,10.6,0.0,10.82,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10172.348051551895
45,1995-12-04,15.18,0.0,13.97,0.0,11.28,0.0,10.73,0.0,10.93,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10216.502707237094
46,1995-12-05,15.26,0.0,14.06,0.0,11.24,0.0,10.71,0.0,10.9,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10276.214443681842
47,1995-12-06,15.29,0.0,14.06,0.0,11.29,0.0,10.74,0.0,10.9,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10286.509570655075
48,1995-12-07,15.19,0.0,14.03,0.0,11.48,0.0,10.7,0.0,10.86,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10241.439792572255
49,1995-12-08,15.22,0.0,13.95,0.0,11.4,0.0,10.65,0.0,10.87,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10223.061084420042
50,1995-12-11,15.26,0.0,14.03,0.0,11.39,0.0,10.62,0.0,10.89,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10265.4617555098
51,1995-12-12,15.23,0.0,14.04,0.0,11.37,0.0,10.67,0.0,10.88,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10258.750857927247
52,1995-12-13,15.29,0.0,13.99,0.0,11.38,0.0,10.63,0.0,10.86,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10261.419964920307
53,1995-12-14,15.17,0.0,14.13,0.0,11.47,0.0,10.62,0.0,10.85,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10270.418668496912
54,1995-12-15,15.14,0.0,14.09,0.0,11.38,0.0,10.65,0.0,10.84,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10245.786623960954
55,1995-12-18,14.88,0.0,14.01,0.0,11.41,0.0,10.59,0.0,10.72,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10127.888355067491
56,1995-12-19,15.03,0.0,13.88,0.0,11.31,0.0,10.56,0.0,10.81,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10132.7690078548
57,1995-12-20,14.95,0.0,13.97,0.0,11.49,0.0,10.8,0.0,10.81,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10137.57340044231
58,1995-12-21,15.06,0.0,14.04,0.0,11.61,0.0,10.93,0.0,10.81,0.0,VTSMX,343.17089910775564,VEURX,358.4229390681004,10200.41180507893
59,1995-12-22,14.91,0.1,14.18,0.0,11.6,0.0,10.97,0.0,10.87,0.0,VTSMX,345.47251479593643,VEURX,358.4229390681004,10233.432471593074
60,1995-12-26,14.96,0.0,14.26,0.0,11.63,0.0,10.94,0.0,10.89,0.0,VTSMX,345.47251479593643,VEURX,358.4229390681004,10279.37993245832
61,1995-12-27,14.99,0.0,14.01,0.36,11.54,0.11,10.72,0.18,10.93,0.0,VTSMX,345.47251479593643,VEURX,367.6329503503642,10329.17063119969
62,1995-12-28,14.98,0.0,14.02,0.0,11.46,0.0,10.71,0.0,10.96,0.0,VTSMX,345.47251479593643,VEURX,367.6329503503642,10329.392235555235
63,1995-12-29,15.04,0.0,14.02,0.0,11.5,0.0,10.74,0.0,10.79,0.281,VPACX,450.00524288882565,VEIEX,481.84918931298836,10350.12058644299
64,1996-01-02,15.14,0.0,14.12,0.0,11.44,0.0,10.85,0.0,10.77,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10376.123682694088
65,1996-01-03,15.14,0.0,14.26,0.0,11.45,0.0,11.2,0.0,10.79,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10549.270951382523
66,1996-01-04,15.02,0.0,14.16,0.0,11.68,0.0,11.35,0.0,10.71,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10725.0495356439
67,1996-01-05,14.99,0.0,14.22,0.0,11.78,0.0,11.35,0.0,10.68,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10770.050059932782
68,1996-01-08,15.03,0.0,14.22,0.0,11.67,0.0,11.37,0.0,10.69,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10730.186467001273
69,1996-01-09,14.81,0.0,14.19,0.0,11.64,0.0,11.29,0.0,10.66,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10678.13837456957
70,1996-01-10,14.56,0.0,14.09,0.0,11.61,0.0,11.22,0.0,10.55,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10630.908774030995
71,1996-01-11,14.68,0.0,14.03,0.0,11.55,0.0,11.3,0.0,10.55,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10642.456394602705
72,1996-01-12,14.66,0.0,14.11,0.0,11.47,0.0,11.41,0.0,10.57,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10659.459385996028
73,1996-01-15,14.59,0.0,14.03,0.0,11.47,0.0,11.49,0.0,10.57,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10698.007321141067
74,1996-01-16,14.74,0.0,14.09,0.0,11.51,0.0,11.48,0.0,10.65,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10711.18903896349
75,1996-01-17,14.73,0.0,14.0,0.0,11.53,0.0,11.47,0.0,10.73,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10715.370651928137
76,1996-01-18,14.78,0.0,14.04,0.0,11.42,0.0,11.39,0.0,10.76,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10627.322140065327
77,1996-01-19,14.88,0.0,14.02,0.0,11.44,0.0,11.56,0.0,10.78,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10718.236607106312
78,1996-01-22,14.93,0.0,14.02,0.0,11.32,0.0,11.7,0.0,10.69,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10731.694864463469
79,1996-01-23,14.93,0.0,13.93,0.0,11.28,0.0,11.77,0.0,10.64,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10747.424097999825
80,1996-01-24,15.09,0.0,14.0,0.0,11.25,0.0,11.7,0.0,10.71,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10700.194497461252
81,1996-01-25,15.03,0.0,14.02,0.0,11.35,0.0,11.74,0.0,10.61,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10764.468989322655
82,1996-01-26,15.12,0.0,13.84,0.0,11.41,0.0,11.71,0.0,10.69,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10777.013828216594
83,1996-01-29,15.18,0.0,13.89,0.0,11.39,0.0,11.68,0.0,10.64,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10753.558247679428
84,1996-01-30,15.32,0.0,13.93,0.0,11.37,0.0,11.78,0.0,10.7,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10792.74306175295
85,1996-01-31,15.44,0.0,14.1,0.0,11.54,0.0,11.85,0.0,10.73,0.054000000000000006,VPACX,450.00524288882565,VEIEX,481.84918931298836,10902.973396295958
86,1996-02-01,15.51,0.0,14.1,0.0,11.58,0.0,11.94,0.0,10.67,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10964.34003304968
87,1996-02-02,15.48,0.0,14.16,0.0,11.59,0.0,12.12,0.0,10.6,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,11055.572939554908
88,1996-02-05,15.59,0.0,14.17,0.0,11.62,0.0,12.13,0.0,10.59,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,11073.891588734703
89,1996-02-06,15.7,0.0,14.2,0.0,11.6,0.0,12.1,0.0,10.61,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,11050.436008197536
90,1996-02-07,15.76,0.0,14.16,0.0,11.66,0.0,12.04,0.0,10.6,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,11048.525371412086
91,1996-02-08,15.89,0.0,14.1,0.0,11.64,0.0,11.99,0.0,10.59,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,11015.432807088662
92,1996-02-09,15.9,0.0,14.09,0.0,11.56,0.0,11.88,0.0,10.6,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10926.428976833127
93,1996-02-12,15.99,0.0,14.14,0.0,11.59,0.0,11.86,0.0,10.66,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10930.292150333531
94,1996-02-13,15.96,0.0,14.19,0.0,11.5,0.0,11.88,0.0,10.67,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10899.428662259797
95,1996-02-14,15.89,0.0,14.21,0.0,11.58,0.0,11.92,0.0,10.62,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10954.703049263422
96,1996-02-15,15.84,0.0,14.23,0.0,11.64,0.0,11.97,0.0,10.54,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,11005.795823302402
97,1996-02-16,15.79,0.0,14.3,0.0,11.69,0.0,11.98,0.0,10.45,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,11033.114577339973
98,1996-02-20,15.62,0.0,14.12,0.0,11.52,0.0,11.94,0.0,10.26,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10937.339718476353
99,1996-02-21,15.79,0.0,14.2,0.0,11.5,0.0,11.96,0.0,10.27,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10937.976597404835
100,1996-02-22,16.040001,0.0,14.29,0.0,11.48,0.0,11.95,0.0,10.31,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10924.15800065393
101,1996-02-23,16.049999,0.0,14.41,0.0,11.47,0.0,11.95,0.0,10.23,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10919.657948225042
102,1996-02-26,15.88,0.0,14.34,0.0,11.53,0.0,11.88,0.0,10.19,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10912.928819546461
103,1996-02-27,15.82,0.0,14.35,0.0,11.38,0.0,11.83,0.0,10.16,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10821.335573647488
104,1996-02-28,15.79,0.0,14.42,0.0,11.35,0.0,11.8,0.0,10.15,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10793.379940681434
105,1996-02-29,15.69,0.0,14.34,0.0,11.4,0.0,11.66,0.0,10.15,0.051,VPACX,450.00524288882565,VEIEX,481.84918931298836,10748.421316322056
106,1996-03-01,15.75,0.0,14.42,0.0,11.39,0.0,11.8,0.0,10.26,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10811.380150396988
107,1996-03-04,15.89,0.0,14.43,0.0,11.37,0.0,11.9,0.0,10.31,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10850.564964470508
108,1996-03-05,16.0,0.0,14.39,0.0,11.37,0.0,11.95,0.0,10.26,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10874.657423936158
109,1996-03-06,15.95,0.0,14.39,0.0,11.35,0.0,11.87,0.0,10.19,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10827.109383933343
110,1996-03-07,15.98,0.0,14.47,0.0,11.19,0.0,11.7,0.0,10.17,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10673.19418288792
111,1996-03-08,15.51,0.0,14.28,0.0,11.22,0.0,11.58,0.0,9.87,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10628.87243745703
112,1996-03-11,15.66,0.0,14.11,0.0,11.04,0.0,11.27,0.0,9.98,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10398.498245050014
113,1996-03-12,15.58,0.0,14.11,0.0,11.14,0.0,11.38,0.0,9.94,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10496.502180163327
114,1996-03-13,15.65,0.0,14.19,0.0,11.06,0.0,11.3,0.0,9.9,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10421.953825587181
115,1996-03-14,15.72,0.0,14.29,0.0,11.16,0.0,11.44,0.0,9.91,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10534.413236379882
116,1996-03-15,15.74,0.0,14.23,0.0,11.25,0.0,11.51,0.0,9.83,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10608.643151491784
117,1996-03-18,15.98,0.0,14.36,0.0,11.28,0.0,11.58,0.0,9.87,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10655.872752030358
118,1996-03-19,15.96,0.0,14.45,0.0,11.35,0.0,11.7,0.0,9.87,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10745.195021750134
119,1996-03-20,15.92,0.0,14.45,0.0,11.32,0.0,11.68,0.0,9.93,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10722.05788067721
120,1996-03-21,15.91,0.0,14.48,0.0,11.49,0.0,11.85,0.0,9.97,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10880.473134151518
121,1996-03-22,15.94,0.0,14.49,0.0,11.46,0.0,11.9,0.0,9.93,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10891.065436330504
122,1996-03-25,15.9,0.0,14.49,0.0,11.61,0.0,11.93,0.0,10.01,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10973.021698443215
123,1996-03-26,15.85,0.06,14.4,0.02,11.63,0.0,11.88,0.0,10.0,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10957.929343835345
124,1996-03-27,15.8,0.0,14.4,0.0,11.68,0.0,11.85,0.0,9.89,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10965.974130300394
125,1996-03-28,15.82,0.0,14.42,0.0,11.69,0.0,11.81,0.0,9.82,0.0,VPACX,450.00524288882565,VEIEX,481.84918931298836,10951.200215156765
126,1996-03-29,15.78,0.0,14.52,0.0,11.75,0.0,11.83,0.0,9.88,0.069,VPACX,467.5675537666534,VEIEX,464.4056430057631,10987.837513516355
127,1996-04-01,15.95,0.0,14.53,0.0,11.76,0.0,11.87,0.0,9.9,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11011.089414774251
128,1996-04-02,15.99,0.0,14.57,0.0,11.78,0.0,11.95,0.0,9.95,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11057.593217290047
129,1996-04-03,16.01,0.0,14.55,0.0,11.78,0.0,11.98,0.0,9.93,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11071.525386580219
130,1996-04-04,16.02,0.0,14.61,0.0,11.75,0.0,12.01,0.0,9.89,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11071.430529257392
131,1996-04-08,15.75,0.0,14.63,0.0,11.69,0.0,11.85,0.0,9.64,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,10969.071573150472
132,1996-04-09,15.74,0.0,14.55,0.0,11.74,0.0,11.84,0.0,9.7,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,10987.805894408746
133,1996-04-10,15.56,0.0,14.57,0.0,11.76,0.0,11.93,0.0,9.63,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11038.953753354599
134,1996-04-11,15.47,0.0,14.47,0.0,11.75,0.0,11.9,0.0,9.58,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11020.345908526759
135,1996-04-12,15.6,0.0,14.48,0.0,11.73,0.0,11.99,0.0,9.73,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11052.791065321944
136,1996-04-15,15.73,0.0,14.52,0.0,11.83,0.0,12.05,0.0,9.76,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11127.412159278956
137,1996-04-16,15.82,0.0,14.59,0.0,11.84,0.0,12.12,0.0,9.77,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11164.596229827024
138,1996-04-17,15.74,0.0,14.55,0.0,11.8,0.0,12.15,0.0,9.71,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11159.825696966533
139,1996-04-18,15.8,0.0,14.57,0.0,11.84,0.0,12.12,0.0,9.68,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11164.596229827024
140,1996-04-19,15.85,0.0,14.74,0.0,11.93,0.0,12.19,0.0,9.73,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11239.185704676427
141,1996-04-22,15.94,0.0,14.79,0.0,12.07,0.0,12.13,0.0,9.77,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11276.780823623414
142,1996-04-23,16.040001,0.0,14.75,0.0,12.12,0.0,12.1,0.0,9.75,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11286.227032021572
143,1996-04-24,16.040001,0.0,14.72,0.0,12.13,0.0,12.1,0.0,9.72,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11290.902707559238
144,1996-04-25,16.110001,0.0,14.67,0.0,12.15,0.0,12.06,0.0,9.72,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11281.677832914344
145,1996-04-26,16.139999,0.0,14.73,0.0,12.26,0.0,12.09,0.0,9.75,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11347.042433118848
146,1996-04-29,16.16,0.0,14.68,0.0,12.37,0.0,12.07,0.0,9.71,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11389.186751173063
147,1996-04-30,16.16,0.0,14.61,0.0,12.36,0.0,12.15,0.0,9.65,0.054000000000000006,VPACX,467.5675537666534,VEIEX,464.4056430057631,11421.663527075858
148,1996-05-01,16.200001,0.0,14.58,0.0,12.22,0.0,12.16,0.0,9.65,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11360.848125978584
149,1996-05-02,15.95,0.0,14.56,0.0,12.2,0.0,12.17,0.0,9.5,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11356.140831333309
150,1996-05-03,15.92,0.0,14.47,0.0,12.17,0.0,12.08,0.0,9.43,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11300.317296849791
151,1996-05-06,15.9,0.0,14.48,0.0,12.15,0.0,12.02,0.0,9.47,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11263.101607194112
152,1996-05-07,15.84,0.0,14.49,0.0,12.05,0.0,12.11,0.0,9.46,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11258.141359687965
153,1996-05-08,15.94,0.0,14.45,0.0,12.08,0.0,12.12,0.0,9.54,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11276.812442731021
154,1996-05-09,15.98,0.0,14.5,0.0,12.02,0.0,12.14,0.0,9.5,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11258.046502365138
155,1996-05-10,16.15,0.0,14.55,0.0,11.91,0.0,12.2,0.0,9.6,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11234.478410031152
156,1996-05-13,16.370001000000002,0.0,14.47,0.0,11.87,0.0,12.27,0.0,9.62,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11248.28410289089
157,1996-05-14,16.48,0.0,14.54,0.0,11.86,0.0,12.28,0.0,9.68,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11248.25248378328
158,1996-05-15,16.48,0.0,14.58,0.0,11.98,0.0,12.27,0.0,9.69,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11299.716533805222
159,1996-05-16,16.49,0.0,14.52,0.0,12.02,0.0,12.22,0.0,9.63,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11295.1989538056
160,1996-05-17,16.58,0.0,14.68,0.0,11.95,0.0,12.28,0.0,9.69,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11290.33356362228
161,1996-05-20,16.68,0.0,14.65,0.0,11.93,0.0,12.3,0.0,9.71,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11290.270325407062
162,1996-05-21,16.67,0.0,14.66,0.0,11.94,0.0,12.31,0.0,9.69,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11299.590057374786
163,1996-05-22,16.780001000000002,0.0,14.57,0.0,11.92,0.0,12.31,0.0,9.73,0.0,VPACX,467.5675537666534,VEIEX,464.4056430057631,11290.238706299453
